sport,post_number,poster_name,has_quote,quoted_user,post_text
NFL,2,Cooler999,False,,"Love that prop, but I'm way to late.......mine is .05 @145"
NFL,3,Kazual12,False,,Is there a combination for both to throw an interception?I think that is valid. Not sure how it works but easily both can do this. I haven't checked any odds.
NFL,4,D-Town,False,,Good luck Griswold.
NFL,5,MrBator,False,,"The sportsbooks always raise their Super Bowl betting limits dramatically on the Friday before the game, and the price on this prop dropped this morning. You can now lay as little as -110 on Drake Maye throwing an interception."
NFL,6,MrBator,False,,"Okay, -110 is no longer available because I just bet it, but Caesars/William Hill has -118. All week they had -155 and then -150. Suddenly this morning the price is -118."
NFL,7,MrBator,True,MrBator,That price has risen in the last two days to -138 at Caesars/William Hill. Numerous books are currently offering this prop at -120.
NFL,8,Griswold1,False,,"With the bet hitting, my final tally for the year is 10-8. +1.8 units NFL/CFB Combined 21-18 Healthy enough profit of +7.65 units"
NFL,1,Griswold1,False,,"NFL YTD 9-8 +0.8 units 2* 1-0 +2.0 units 1* 8-8 -1.2 units I ended the season only slightly up, making 17 plays and ending up a teeny bit profitable. I've gone over the Supper Bowl in and out and just don't have a play on the side or total Best I can do is one prop I like a lot: 1* Patriots QB Thrown Interceptions OVER 0.5 (-128) Two great defenses and both are outstanding stopping the run. That, and excellent weather conditions likely, should result in a decent amount of passing. Maye's inexperience can't be ignored. All i need is 1 pick. Maye has thrown two INTs in the playoffs already and had 8 in the 17 game regular season despite facing a soft schedule. Maye has a minor shoulder issue. If he is somehow forced out of the game, the chances of a pick go up. If you can't find a team total on interceptions, you can just bet Maye. But a fair number of books have this prop (it is sometimes listed as Seahawks interceptions by defense). And maybe Seattle gets a pick to make up for the Malcolm Butler pick of Russell Wilson on the worst play call of Super Bowl history the last time these two met in The Big Game. I lean to the UNDER but I suck at totals and the Super Bowl totals over the years have had no rhyme nor reason NOTE: I couldn't find a team Opinion only: Bad Bunny will suck. Watch Kid Rock instead."
NFL,2,Cooler999,False,,"Love that prop, but I'm way to late.......mine is .05 @145"
NFL,3,Kazual12,False,,Is there a combination for both to throw an interception?I think that is valid. Not sure how it works but easily both can do this. I haven't checked any odds.
NFL,4,D-Town,False,,Good luck Griswold.
NFL,5,MrBator,False,,"The sportsbooks always raise their Super Bowl betting limits dramatically on the Friday before the game, and the price on this prop dropped this morning. You can now lay as little as -110 on Drake Maye throwing an interception."
NFL,6,MrBator,False,,"Okay, -110 is no longer available because I just bet it, but Caesars/William Hill has -118. All week they had -155 and then -150. Suddenly this morning the price is -118."
NFL,7,MrBator,True,MrBator,That price has risen in the last two days to -138 at Caesars/William Hill. Numerous books are currently offering this prop at -120.
NFL,8,Griswold1,False,,"With the bet hitting, my final tally for the year is 10-8. +1.8 units NFL/CFB Combined 21-18 Healthy enough profit of +7.65 units"
NFL,1,Interstellar,False,,Boy they look bad
NFL,2,LuckyGuy,False,,They will score in the 2nd half
NFL,3,AJ86,True,Interstellar,And yet they are still right in the middle of this game.
NFL,4,tech65,False,,@AJ86 Not Really
NFL,5,TreyInventor,False,,The answer is yes… but it won’t be enough to cover. 19-3 final maybe
NFL,6,brianx,False,,Might get shut out!
NFL,7,joesmo18,False,,@Interstellar No..
NFL,8,brianx,False,,Cone on why was Hendrickson not starting?
NFL,9,Ballerz,False,,16-7 Seattle Final
NFL,10,smellybunty,False,,Fake Gaye is trash. been trash all playoffs
NFL,11,p42,False,,Maye seeing ghosts out there. It's over. 2nd time I'm opposite of Don Juan and 2nd time I lose
NFL,12,Vwbaby,False,,next year
NFL,13,fts1409,False,,The Natl Entertainment League certainly would prefer more scoring...but NE getting shut down. Afraid gonna b a very boring night..
NFL,14,Natty68,False,,Could be another Marino….and never get back
NFL,15,dayknight,False,,@Interstellar I dont think so
NFL,16,Ptah,False,,@Interstellar Not enough to matter
NFL,17,brn2loslive2win,False,,@Interstellar Offensive line is the killer
NFL,18,NoFlyZone,False,,Will Campbell is seeing ghosts
NFL,19,smellybunty,False,,Maye certainly wasn't MVP. Glad he didn't win it.
NFL,1,Interstellar,False,,Boy they look bad
NFL,2,LuckyGuy,False,,They will score in the 2nd half
NFL,3,AJ86,True,Interstellar,And yet they are still right in the middle of this game.
NFL,4,tech65,False,,@AJ86 Not Really
NFL,5,TreyInventor,False,,The answer is yes… but it won’t be enough to cover. 19-3 final maybe
NFL,6,brianx,False,,Might get shut out!
NFL,7,joesmo18,False,,@Interstellar No..
NFL,8,brianx,False,,Cone on why was Hendrickson not starting?
NFL,9,Ballerz,False,,16-7 Seattle Final
NFL,10,smellybunty,False,,Fake Gaye is trash. been trash all playoffs
NFL,11,p42,False,,Maye seeing ghosts out there. It's over. 2nd time I'm opposite of Don Juan and 2nd time I lose
NFL,12,Vwbaby,False,,next year
NFL,13,fts1409,False,,The Natl Entertainment League certainly would prefer more scoring...but NE getting shut down. Afraid gonna b a very boring night..
NFL,14,Natty68,False,,Could be another Marino….and never get back
NFL,15,dayknight,False,,@Interstellar I dont think so
NFL,16,Ptah,False,,@Interstellar Not enough to matter
NFL,17,brn2loslive2win,False,,@Interstellar Offensive line is the killer
NFL,18,NoFlyZone,False,,Will Campbell is seeing ghosts
NFL,19,smellybunty,False,,Maye certainly wasn't MVP. Glad he didn't win it.
NFL,1,SteveA2009,False,,"Championship Games: 2-0, +2.00 unitsNFL Season: 69-55, +11.25 units Seahawks -4.5 -105 vs Patriots (BetMGM)"
NFL,2,Cooler999,False,,
NFL,3,SteveA2009,False,,"1-0, +1.00 unit Final NFL record: 70-55, +12.25 units"
NFL,1,SteveA2009,False,,"Championship Games: 2-0, +2.00 unitsNFL Season: 69-55, +11.25 units Seahawks -4.5 -105 vs Patriots (BetMGM)"
NFL,2,Cooler999,False,,
NFL,3,SteveA2009,False,,"1-0, +1.00 unit Final NFL record: 70-55, +12.25 units"
NFL,1,bet-to-win,False,,S.W. Champs
NFL,2,bet-to-win,False,,Has the line come out yet?
NFL,3,bet-to-win,False,,"Almost hit my prediction of Seahawks -4.5 SB, my book had it at -5.5 -110"
NFL,4,bet-to-win,False,,"I hope to win my last bet of the season, good luck to us"
NFL,5,bet-to-win,False,,"Many very good bettors lost because they were fans; I'm sorry, sometimes the public is right."
NFL,1,bet-to-win,False,,S.W. Champs
NFL,2,bet-to-win,False,,Has the line come out yet?
NFL,3,bet-to-win,False,,"Almost hit my prediction of Seahawks -4.5 SB, my book had it at -5.5 -110"
NFL,4,bet-to-win,False,,"I hope to win my last bet of the season, good luck to us"
NFL,5,bet-to-win,False,,"Many very good bettors lost because they were fans; I'm sorry, sometimes the public is right."
NFL,1,Cooler999,False,,"I had him over 1.5 catches......the stats showed TWO catches. I go back at the end of the 4th quarter, and the stats shows ONE>? Any idea what happened? I'm lost..."
NFL,1,Cooler999,False,,"I had him over 1.5 catches......the stats showed TWO catches. I go back at the end of the 4th quarter, and the stats shows ONE>? Any idea what happened? I'm lost..."
NFL,1,tweets50,False,,SH -4. 4dms SH alt line -9.5 +150 1nickle. GL
NFL,2,iBETnWIN,False,,
NFL,3,tweets50,False,,Added SH -3 FH.
NFL,4,tweets50,False,,@iBETnWIN
NFL,5,LuckyGuy,False,,@tweets50
NFL,6,2goodhahaha,False,,Agreed BOL
NFL,7,tweets50,False,,?
NFL,8,tweets50,False,,Congratulations SH -4.5? SH FH -3? I believe all the alternate lines avail. lol. -9.5 was good.?
NFL,1,tweets50,False,,SH -4. 4dms SH alt line -9.5 +150 1nickle. GL
NFL,2,iBETnWIN,False,,
NFL,3,tweets50,False,,Added SH -3 FH.
NFL,4,tweets50,False,,@iBETnWIN
NFL,5,LuckyGuy,False,,@tweets50
NFL,6,2goodhahaha,False,,Agreed BOL
NFL,7,tweets50,False,,?
NFL,8,tweets50,False,,Congratulations SH -4.5? SH FH -3? I believe all the alternate lines avail. lol. -9.5 was good.?
NHL,1,Flynt,False,,"We are looking for your feedback! Tell us what's working, what's not and what you want to see next - it only takes a few minutes, and your feedback will directly shape future site upgrades. Take the survey here and be entered in a chance to win $150."
NHL,1,Flynt,False,,"We are looking for your feedback! Tell us what's working, what's not and what you want to see next - it only takes a few minutes, and your feedback will directly shape future site upgrades. Take the survey here and be entered in a chance to win $150."
NHL,1,jimc0911,False,,WEEK 21 HOME TEAM HUNTER44 SIDES/PUCK LINES FULL GAME OR 1ST PERIOD ONLY AWAY TEAM DYAMARIK TOTALS/TEAM TOTALS FULL GAME OR 1ST PERIOD ONLY REMINDER: HOME TEAM CAN MAKE 2 PLAYS ON SUNDAY IF THEY CHOOSE.
NHL,2,dyamarik,False,,BOL this week Hunter Tuesday AHL Colorado Bakersfield Over 6.5 +159 Marathonbet
NHL,3,Hunter44,False,,Dya let's have a great week Tuesday USA AHL San Jose Barracuda -1.5 +154 Stake
NHL,4,dyamarik,False,,"Wow just wow. 4 goals in 1P of COL/BAK and I miss by the hook with only 2 goals in last 2 periods, and SJ down 3-1 in 3rd win 5-3. Nice call - gut punch for me... Wednesday NHL Bolts Loafs Over 7 +185 Pinny"
NHL,5,Hunter44,False,,"Got lucky with that one, might change things around for my season. NHL is back Wednesday NHL Washington -1.5 +170 BETMGM"
NHL,6,Hunter44,False,,Thursday NHL San Jose -1.5 +190 bet365
NHL,1,jimc0911,False,,WEEK 21 HOME TEAM HUNTER44 SIDES/PUCK LINES FULL GAME OR 1ST PERIOD ONLY AWAY TEAM DYAMARIK TOTALS/TEAM TOTALS FULL GAME OR 1ST PERIOD ONLY REMINDER: HOME TEAM CAN MAKE 2 PLAYS ON SUNDAY IF THEY CHOOSE.
NHL,2,dyamarik,False,,BOL this week Hunter Tuesday AHL Colorado Bakersfield Over 6.5 +159 Marathonbet
NHL,3,Hunter44,False,,Dya let's have a great week Tuesday USA AHL San Jose Barracuda -1.5 +154 Stake
NHL,4,dyamarik,False,,"Wow just wow. 4 goals in 1P of COL/BAK and I miss by the hook with only 2 goals in last 2 periods, and SJ down 3-1 in 3rd win 5-3. Nice call - gut punch for me... Wednesday NHL Bolts Loafs Over 7 +185 Pinny"
NHL,5,Hunter44,False,,"Got lucky with that one, might change things around for my season. NHL is back Wednesday NHL Washington -1.5 +170 BETMGM"
NHL,6,Hunter44,False,,Thursday NHL San Jose -1.5 +190 bet365
NHL,1,jimc0911,False,,WEEK 21 HOME TEAM BOLD27 SIDES/PUCK LINES FULL GAME OR 1ST PERIOD ONLY AWAY TEAM GASPORTSDOC TOTALS/TEAM TOTALS FULL GAME OR 1ST PERIOD ONLY REMINDER: HOME TEAM CAN MAKE 2 PLAYS ON SUNDAY IF THEY CHOOSE.
NHL,2,GASportsDoc,False,,"Great ...I get the leader and have totals... Boldy, great season so far. Monday AHL San Jose tt over 3.5 even Bovada"
NHL,3,bold27,False,,Good luck Doc Tuesday WHL Penticton 1st per. -1 +128 Marathonbet
NHL,4,GASportsDoc,False,,Ive seen you on them alot.... might be something to look into
NHL,5,GASportsDoc,False,,Think I'll avoid NHL till I see how things will pan out. Wednesday AHL Tucson/San Diego over 6 +123 Pinny
NHL,6,bold27,False,,Wednesday NHL Tampa Bay -1 -107 Marathonbet
NHL,7,bold27,False,,Thursday NHL Seattle +127 ml pinnacle
NHL,8,GASportsDoc,False,,Thursday NHL Lord help me.... Toronto tt over 3 +110 BetMGM
NHL,9,bold27,False,,Friday NHL Buffalo -1 +206 Marathonbet
NHL,1,jimc0911,False,,WEEK 21 HOME TEAM BOLD27 SIDES/PUCK LINES FULL GAME OR 1ST PERIOD ONLY AWAY TEAM GASPORTSDOC TOTALS/TEAM TOTALS FULL GAME OR 1ST PERIOD ONLY REMINDER: HOME TEAM CAN MAKE 2 PLAYS ON SUNDAY IF THEY CHOOSE.
NHL,2,GASportsDoc,False,,"Great ...I get the leader and have totals... Boldy, great season so far. Monday AHL San Jose tt over 3.5 even Bovada"
NHL,3,bold27,False,,Good luck Doc Tuesday WHL Penticton 1st per. -1 +128 Marathonbet
NHL,4,GASportsDoc,False,,Ive seen you on them alot.... might be something to look into
NHL,5,GASportsDoc,False,,Think I'll avoid NHL till I see how things will pan out. Wednesday AHL Tucson/San Diego over 6 +123 Pinny
NHL,6,bold27,False,,Wednesday NHL Tampa Bay -1 -107 Marathonbet
NHL,7,bold27,False,,Thursday NHL Seattle +127 ml pinnacle
NHL,8,GASportsDoc,False,,Thursday NHL Lord help me.... Toronto tt over 3 +110 BetMGM
NHL,9,bold27,False,,Friday NHL Buffalo -1 +206 Marathonbet
NHL,1,Fuse,False,,Nathan MacKinnon GOAL +105
NHL,2,swik23,False,,MacKinnon must be a scratch
NHL,3,Fuse,False,,RUN IT TONIGHT +100 w boost +120
NHL,4,MtTum,False,,
NHL,5,LuckyGuy,False,,@Fuse
NHL,6,Phillyneffer,False,,..Let's go Fuse
NHL,7,swik23,False,,@Fuse
NHL,1,Fuse,False,,Nathan MacKinnon GOAL +105
NHL,2,swik23,False,,MacKinnon must be a scratch
NHL,3,Fuse,False,,RUN IT TONIGHT +100 w boost +120
NHL,4,MtTum,False,,
NHL,5,LuckyGuy,False,,@Fuse
NHL,6,Phillyneffer,False,,..Let's go Fuse
NHL,7,swik23,False,,@Fuse
NHL,1,LuckyGuy,False,,Canes -141 (((POD))) GLLG
NHL,2,LuckyGuy,False,,Blackhawks +150 GLLG
NHL,3,MtTum,False,,
NHL,4,Fuse,False,,
NHL,5,LuckyGuy,False,,@MtTum @Fuse
NHL,6,LuckyGuy,False,,Sharks -128 Avs -141 GLLG
NHL,1,LuckyGuy,False,,Canes -141 (((POD))) GLLG
NHL,2,LuckyGuy,False,,Blackhawks +150 GLLG
NHL,3,MtTum,False,,
NHL,4,Fuse,False,,
NHL,5,LuckyGuy,False,,@MtTum @Fuse
NHL,6,LuckyGuy,False,,Sharks -128 Avs -141 GLLG
NHL,1,Crazy_Train,False,,sens ov 5.5 -130 avs ov 6 -120 reg oil ov 6 -120 GL to the forum 10-0 Last 10 NHL
NHL,2,MtTum,False,,"GL, not gonna ask why ober lol, u killin it lately CT!!!"
NHL,3,Gainsford,False,,CT
NHL,4,Fuse,False,,CT
NHL,5,KeyMaster,False,,
NHL,1,Crazy_Train,False,,sens ov 5.5 -130 avs ov 6 -120 reg oil ov 6 -120 GL to the forum 10-0 Last 10 NHL
NHL,2,MtTum,False,,"GL, not gonna ask why ober lol, u killin it lately CT!!!"
NHL,3,Gainsford,False,,CT
NHL,4,Fuse,False,,CT
NHL,5,KeyMaster,False,,
NHL,1,BigEv617,False,,34-26-1 (+15.27 Units) on NHL this season. Bruins ML (-108) 5.40 Units Rangers ML (-137) 10.28 Units
NHL,2,Fuse,False,,
NHL,1,BigEv617,False,,34-26-1 (+15.27 Units) on NHL this season. Bruins ML (-108) 5.40 Units Rangers ML (-137) 10.28 Units
NHL,2,Fuse,False,,
NHL,1,Gainsford,False,,Previous 1-0 +1 Unit YTD 41-41-6 -6.21 Units SEA/STL OVER 5.5-24 BL
NHL,2,mr_armchair_qb,False,,GL TONIGHT GAINS
NHL,3,LuckyGuy,False,,@Gainsford
NHL,4,superbeets,False,,
NHL,5,MtTum,False,,Get ‘em Gain GL!!!
NHL,6,Raiders22,False,,BOL today GAIN!
NHL,7,KeyMaster,False,,
NHL,8,Crazy_Train,False,,
NHL,9,Fuse,False,,GAIN
NHL,1,Gainsford,False,,Previous 1-0 +1 Unit YTD 41-41-6 -6.21 Units SEA/STL OVER 5.5-24 BL
NHL,2,mr_armchair_qb,False,,GL TONIGHT GAINS
NHL,3,LuckyGuy,False,,@Gainsford
NHL,4,superbeets,False,,
NHL,5,MtTum,False,,Get ‘em Gain GL!!!
NHL,6,Raiders22,False,,BOL today GAIN!
NHL,7,KeyMaster,False,,
NHL,8,Crazy_Train,False,,
NHL,9,Fuse,False,,GAIN
NHL,1,AshyLarry,False,,Pittsburgh Pens -1 1/2 Risking $100 - New Jersey on the heels of a back to back and are 31st in the NHL in scoring. I don’t care that Crosby is even out in this game. Pens -1 1/2 and Malkin Anytime Goal Scorer Risking $150 - Malkins Points average per game go from 1.09 to 1.34 in games Crosby misses and he is the center on their power play…like this play as well with NJ coming off the back to back Don’t know where to go with the Over/Under with Crosby out and Jersey so bad at scoring lately BOL EVERYONE
NHL,2,AshyLarry,False,,*Pens -1 1/2 was supposed to be the start…accidentally cut it off
NHL,3,Fuse,False,,
NHL,1,AshyLarry,False,,Pittsburgh Pens -1 1/2 Risking $100 - New Jersey on the heels of a back to back and are 31st in the NHL in scoring. I don’t care that Crosby is even out in this game. Pens -1 1/2 and Malkin Anytime Goal Scorer Risking $150 - Malkins Points average per game go from 1.09 to 1.34 in games Crosby misses and he is the center on their power play…like this play as well with NJ coming off the back to back Don’t know where to go with the Over/Under with Crosby out and Jersey so bad at scoring lately BOL EVERYONE
NHL,2,AshyLarry,False,,*Pens -1 1/2 was supposed to be the start…accidentally cut it off
NHL,3,Fuse,False,,
NHL,1,hart31,False,,Wings draw no bet +130 Leafs draw no bet+133 Kraken draw no bet + 130
NHL,2,Fuse,False,,31
NHL,1,hart31,False,,Wings draw no bet +130 Leafs draw no bet+133 Kraken draw no bet + 130
NHL,2,Fuse,False,,31
NHL,1,RSU Sports,False,,NHL YTD 11-9-0 (+$1002.00) 26.01.07 - MTL ML (1.67) + LAK ML (1.36) = $200 x 2.27 -> (-)$200.00 (L)26.01.08 - LVK ML (1.65) + COL ML (1.36) = $200 x 2.27 -> (+)$248.00 (W)26.01.10 - PIT ML (1.62) + COL ML (1.33) = $200 x 2.15 - (-)$200.00 (L)26.01.10 - CAR ML (1.34) + NAS ML (1.48) = $200 x 1.98 -> (-)$200.00 (L)26.01.16 - DET ML (1.50) + COL ML (1.33) = $200 x 1.99 -> (-)$200.00 (L) 26.01.17 - BUF PL (+1.5) (1.34) + UTA ML (1.50) = $200 x 2.01 -> (+)$202.00 (W) 26.01.17 - WAS PL (+1.5) (1.28) + WIN ML (1.33) = $200 x 1.78 ->(-) $200.00 (L)26.01.19 - CAR ML (1.50) + COL ML (1.45) = $200 x 2.17 -> (+)$234.00 (W)26.01.20 - MON ML (1.77) + TB ML (1.33) = $200 x 2.35 -> (+)$270.00 (W) 26.01.21 - UTH ML (1.59) + COL ML (1.33) = $200 x 2.11 ->(-) $200.00 (L) 26.01.24 - CAR ML (1.77) + EDM ML (1.59) = $200 x 2.81 -> (+)$362.00 (W)26.01.25 - LAS ML (1.70) + PIT ML (1.70) = $200 X 2.90 -> (-)$200.00 (L)26.01.27 - DET ML (1.83) + MIN ML (1.42) = $200 X 2.59 -> (-)$200.00 (L)26.01.27-DT(+1.5)(1.3)+BF (+1.5)(1.35)+DL(+1.5)(1.24)+SJ(+1.5)(1.33)->(-)$100(L)26.01.29 - TBL ML (1.48) + EDM ML (1.45) = $200 X 2.19 -> (+)$238.00 (W)26.02.01 - CAR ML (1.53) + TB ML (1.48) = $200 X 2.26 -> (+)$252.00 (W)26.02.02 - DAL ML (1.70) + UTH ML (1.36) = $200 X 2.31 -> (+)$262.00 (W)26.02.03 - CLB (+1.5)(1.36)+TOR/EDM 0V(5.5)(1.40)=$200X1.90->(+)$180.00(W)26.02.04 - DAL ML(1.50) + SEA PL(+2.5)(1.34) = $200 X 2.01->(+)$202.00 (W)26.02.05 - CAR ML(1.45) + TB ML(1.56) = $200 X 2.26->(+)$252.00 (W)
NHL,2,RSU Sports,False,,FINISHED THE WEEK ON A 6-0-0 RUN! SEE YOU AFTER TEH BREAK! GL2A!
NHL,3,KeyMaster,False,,@RSU Sports Fantastic work!
NHL,4,mr_armchair_qb,False,,Great Job RSU see you in 20 days..
NHL,5,RSU Sports,False,,20 days seems like forever!
NHL,6,RSU Sports,False,,"We are back....YIPPEE! See you on the weekend...... Also, what a gold metal game. What can you say about Helly! He WON the gold for the US! Tough game to lose but Team Canada had their chances! GL2A!"
NHL,7,PUSSYGALORE333,False,,
NHL,8,Fuse,False,,
NHL,1,RSU Sports,False,,NHL YTD 11-9-0 (+$1002.00) 26.01.07 - MTL ML (1.67) + LAK ML (1.36) = $200 x 2.27 -> (-)$200.00 (L)26.01.08 - LVK ML (1.65) + COL ML (1.36) = $200 x 2.27 -> (+)$248.00 (W)26.01.10 - PIT ML (1.62) + COL ML (1.33) = $200 x 2.15 - (-)$200.00 (L)26.01.10 - CAR ML (1.34) + NAS ML (1.48) = $200 x 1.98 -> (-)$200.00 (L)26.01.16 - DET ML (1.50) + COL ML (1.33) = $200 x 1.99 -> (-)$200.00 (L) 26.01.17 - BUF PL (+1.5) (1.34) + UTA ML (1.50) = $200 x 2.01 -> (+)$202.00 (W) 26.01.17 - WAS PL (+1.5) (1.28) + WIN ML (1.33) = $200 x 1.78 ->(-) $200.00 (L)26.01.19 - CAR ML (1.50) + COL ML (1.45) = $200 x 2.17 -> (+)$234.00 (W)26.01.20 - MON ML (1.77) + TB ML (1.33) = $200 x 2.35 -> (+)$270.00 (W) 26.01.21 - UTH ML (1.59) + COL ML (1.33) = $200 x 2.11 ->(-) $200.00 (L) 26.01.24 - CAR ML (1.77) + EDM ML (1.59) = $200 x 2.81 -> (+)$362.00 (W)26.01.25 - LAS ML (1.70) + PIT ML (1.70) = $200 X 2.90 -> (-)$200.00 (L)26.01.27 - DET ML (1.83) + MIN ML (1.42) = $200 X 2.59 -> (-)$200.00 (L)26.01.27-DT(+1.5)(1.3)+BF (+1.5)(1.35)+DL(+1.5)(1.24)+SJ(+1.5)(1.33)->(-)$100(L)26.01.29 - TBL ML (1.48) + EDM ML (1.45) = $200 X 2.19 -> (+)$238.00 (W)26.02.01 - CAR ML (1.53) + TB ML (1.48) = $200 X 2.26 -> (+)$252.00 (W)26.02.02 - DAL ML (1.70) + UTH ML (1.36) = $200 X 2.31 -> (+)$262.00 (W)26.02.03 - CLB (+1.5)(1.36)+TOR/EDM 0V(5.5)(1.40)=$200X1.90->(+)$180.00(W)26.02.04 - DAL ML(1.50) + SEA PL(+2.5)(1.34) = $200 X 2.01->(+)$202.00 (W)26.02.05 - CAR ML(1.45) + TB ML(1.56) = $200 X 2.26->(+)$252.00 (W)
NHL,2,RSU Sports,False,,FINISHED THE WEEK ON A 6-0-0 RUN! SEE YOU AFTER TEH BREAK! GL2A!
NHL,3,KeyMaster,False,,@RSU Sports Fantastic work!
NHL,4,mr_armchair_qb,False,,Great Job RSU see you in 20 days..
NHL,5,RSU Sports,False,,20 days seems like forever!
NHL,6,RSU Sports,False,,"We are back....YIPPEE! See you on the weekend...... Also, what a gold metal game. What can you say about Helly! He WON the gold for the US! Tough game to lose but Team Canada had their chances! GL2A!"
NHL,7,PUSSYGALORE333,False,,
NHL,8,Fuse,False,,
NHL,1,Bigdoubleplay,False,,All plays are 1 unit unless otherwise specified GL this year everyone Col ml -105
NHL,2,Fuse,False,,DOUBLE
NHL,3,Bigdoubleplay,False,,Edm -1.5 +120 ** 1/2 unit **
NHL,4,Bigdoubleplay,False,,@Fuse
NHL,5,Bigdoubleplay,False,,Nyi -1 +150 ** 1/2 unit **
NHL,6,Bigdoubleplay,False,,Dal -1.5 +120 ( Live end 1st 2-1 Dal ) ** 1/2 unit **
NHL,7,shantystar,False,,In .
NHL,8,Bigdoubleplay,False,,Oct 7 1W-0L +1.00 units Oct 8 0W-1L -.50 units Oct 9 0W-2L -1.00 units 1W-3L -.50 units YTD.
NHL,9,Bigdoubleplay,False,,Lak vs Min under 6 -110 ** 1/2 unit **
NHL,10,Bigdoubleplay,False,,Win vs Cgy over 5.5 -105 ** 1/2 unit **
NHL,11,Bigdoubleplay,False,,Nj vs Tor under 6 -105
NHL,12,Bigdoubleplay,False,,That was a 2 unit play
NHL,13,Bigdoubleplay,False,,Live line is over 6 -117 under -103 1-0 Tor
NHL,14,Bigdoubleplay,False,,Tor vs Buff under 6.5 -110 ** 1/2 unit **
NHL,15,Bigdoubleplay,False,,Buff vs Bos over 6 -120 ** 1/2 unit **
NHL,16,Bigdoubleplay,False,,Chi +1 +110 ** 1/2 unit **
NHL,17,Bigdoubleplay,False,,Oct 13 0W-1L -.55 units Oct 20 0W-1L -.50 units Oct 21 0W-1L -2.10 units Oct 30 1W-1L ( Even ) 2W-7L -3.65 units YTD.
NHL,18,Bigdoubleplay,False,,Cbj ml -110 ** 1/2 unit **
NHL,19,Bigdoubleplay,False,,Nyr vs Uta over 5.5 -115 ** 1/2 unit **
NHL,20,Bigdoubleplay,False,,Bos ml +170 ** 1/2 unit ** Nyi ml +110 ** 1/2 unit **
NHL,21,Bigdoubleplay,False,,Tb ml -125 ** 1/2 unit **
NHL,22,Bigdoubleplay,False,,Sj ml +165
NHL,23,Bigdoubleplay,False,,Tor ml +120 ** 1/2 unit **
NHL,24,Bigdoubleplay,False,,Chi +1 +110 ** 1/2 unit **
NHL,25,Bigdoubleplay,False,,Ott vs Win over 5.5 -115
NHL,26,Bigdoubleplay,False,,Van vs Bos under 6 -110
NHL,27,Bigdoubleplay,False,,Cbj vs Lak under 6 -110 ** 1/2 unit **
NHL,28,Bigdoubleplay,False,,Van vs Buff under 6.5 -115
NHL,29,Bigdoubleplay,False,,Cbj ml +130 ** 1/2 unit **
NHL,30,Bigdoubleplay,False,,Cgy vs Pitt under 6.5 -110 ** 1/2 unit **
NHL,31,Bigdoubleplay,False,,Lak vs Ana over 6 -110 ** 1/2 unit ** Van +1.5 -145 ** 1/4 unit **
NHL,32,Bigdoubleplay,False,,Njd +1 +100 ** 1/2 unit **
NHL,33,Bigdoubleplay,False,,Vgk ml -120 ** 1/2 unit **
NHL,34,Bigdoubleplay,False,,Ott ml +120 ** 1/2 unit **
NHL,35,Bigdoubleplay,False,,Ott +1 -130 ** 1/2 unit **
NHL,36,Bigdoubleplay,False,,2 team parlay Chi +2.5 -375 + Palmeiras vs Victoria over 1.5 -400 = -170 ** 1/2 unit **
NHL,37,Bigdoubleplay,False,,Denmark +1.5 -130 ** 1/2 unit ** ( Live 1-1 4:28 left 1st period )
NHL,38,Bigdoubleplay,False,,Sui vs Can over 5.75 -115
NHL,39,dyamarik,False,,
NHL,40,Bigdoubleplay,False,,Nov 20 1W-0L +.50 units Nov 22 1W-0L +.50 units Dec 2 1W-1L +.05 units Dec 8 0W-1L -.60 units Dec 13 1W-0L +.65 units Dec 20 0W-1L -1.10 units Dec 22 1W-0L +1.00 units Jan 6 0W-1L -1.15 units Jan 8 0W-1L -.50 units Jan 10 1W-0L +.50 units Jan 17 0W-2L -.90 units Jan 20 1W-0L +.50 units Jan 23 1W-0L +.50 units Jan 24 0W-1L -.50 units Jan 25 1W-0L +.50 units 11W-16L -4.55 units YTD.
NHL,41,Bigdoubleplay,False,,Feb 4 0W-1L -.85 units 11W-17L --5.40 units YTD.
NHL,42,Bigdoubleplay,False,,Olympics 1W-1L -.15 units
NHL,43,Bigdoubleplay,False,,Sui vs Fin over 5 +100 ** 1/4 unit **
NHL,44,Bigdoubleplay,False,,NJ vs Pitt under 6 +100 ** 1/2 unit **
NHL,45,Fuse,False,,DOUBLE
NHL,26,Bigdoubleplay,False,,Van vs Bos under 6 -110
NHL,27,Bigdoubleplay,False,,Cbj vs Lak under 6 -110 ** 1/2 unit **
NHL,28,Bigdoubleplay,False,,Van vs Buff under 6.5 -115
NHL,29,Bigdoubleplay,False,,Cbj ml +130 ** 1/2 unit **
NHL,30,Bigdoubleplay,False,,Cgy vs Pitt under 6.5 -110 ** 1/2 unit **
NHL,31,Bigdoubleplay,False,,Lak vs Ana over 6 -110 ** 1/2 unit ** Van +1.5 -145 ** 1/4 unit **
NHL,32,Bigdoubleplay,False,,Njd +1 +100 ** 1/2 unit **
NHL,33,Bigdoubleplay,False,,Vgk ml -120 ** 1/2 unit **
NHL,34,Bigdoubleplay,False,,Ott ml +120 ** 1/2 unit **
NHL,35,Bigdoubleplay,False,,Ott +1 -130 ** 1/2 unit **
